state,crop_year,season,crop,area,production,yield
Uttar Pradesh,2011,SUMMER,ONION,116.0,1323.0,114.05172413793103
Uttar Pradesh,1999,KHARIF,MAIZE,5439.0,5036.0,9.259054973340689
Karnataka,2008,RABI,SUNFLOWER,12391.0,4959.0,4.002098297151158
Assam,2005,RABI,MOONG(GREEN GRAM),650.0,337.0,5.184615384615384
Uttar Pradesh,2011,SUMMER,SUNFLOWER,29.0,50.0,17.241379310344826
Gujarat,1999,RABI,RAPESEED &MUSTARD,4000.0,3800.0,9.5
Madhya Pradesh,2009,WHOLE YEAR,MAIZE,30055.0,39751.0,13.22608550989852
Madhya Pradesh,2005,RABI,URAD,8.0,2.0,2.5
Chhattisgarh,2008,RABI,POTATO,1.0,5.0,50.0
Meghalaya,2005,KHARIF,SESAMUM,23.0,17.0,7.391304347826086
Uttarakhand,2014,WHOLE YEAR,SUNFLOWER,3.0,3.0,10.0
Andhra Pradesh,2001,RABI,WHEAT,15.0,10.0,6.666666666666666
Maharashtra,2004,KHARIF,ARHAR/TUR,47400.0,37300.0,7.869198312236287
Assam,2009,AUTUMN,RICE,7823.0,5733.0,7.32839064297584
Andhra Pradesh,2001,KHARIF,SUNFLOWER,62.0,54.0,8.709677419354838
Maharashtra,2001,RABI,WHEAT,27000.0,25300.0,9.37037037037037
Chhattisgarh,2011,KHARIF,GROUNDNUT,2.0,1.0,5.0
Madhya Pradesh,2006,KHARIF,URAD,5755.0,3661.0,6.361424847958297
Maharashtra,2008,RABI,RAPESEED &MUSTARD,300.0,100.0,3.333333333333333
West Bengal,2003,RABI,RAPESEED &MUSTARD,37383.0,41429.0,11.08231014097317
Odisha,2008,SUMMER,RICE,6000.0,10000.0,16.666666666666668
West Bengal,1998,AUTUMN,RICE,6190.0,5460.0,8.820678513731826
Arunachal Pradesh,1997,KHARIF,SESAMUM,95.0,70.0,7.368421052631579
Bihar,2000,RABI,WHEAT,52485.0,94510.0,18.007049633228544
Odisha,2007,SUMMER,WHEAT,96.0,124.0,12.916666666666668
Telangana,1999,RABI,GRAM,15.0,10.0,6.666666666666666
Nagaland,2009,KHARIF,POTATO,330.0,3100.0,93.93939393939394
Karnataka,1998,RABI,MAIZE,1.0,2.0,20.0
Madhya Pradesh,2001,KHARIF,JOWAR,20128.0,23348.0,11.599761526232115
Tamil Nadu,2007,WHOLE YEAR,GRAM,35.0,14.0,4.0
Karnataka,2014,KHARIF,SESAMUM,10077.0,6902.0,6.849260692666467
Karnataka,2007,SUMMER,ONION,3.0,25.0,83.33333333333334
Madhya Pradesh,2007,WHOLE YEAR,SESAMUM,215.0,134.0,6.232558139534884
Tamil Nadu,1999,WHOLE YEAR,ONION,3.0,24.0,80.0
Odisha,2013,WINTER,RICE,123000.0,276000.0,22.439024390243905
Odisha,2013,WINTER,POTATO,401.0,5349.3,133.39900249376558
Madhya Pradesh,2013,KHARIF,MAIZE,7050.0,8204.0,11.636879432624115
Tamil Nadu,2004,RABI,RAPESEED &MUSTARD,349.0,86.0,2.464183381088825
Uttar Pradesh,2002,SUMMER,ONION,209.0,2337.0,111.81818181818181
Rajasthan,2008,WHOLE YEAR,POTATO,395.0,4565.0,115.56962025316454
Maharashtra,1999,KHARIF,GROUNDNUT,6900.0,4500.0,6.521739130434783
Karnataka,2010,KHARIF,SESAMUM,5185.0,5285.0,10.192864030858244
Karnataka,1999,KHARIF,SUNFLOWER,1713.0,615.0,3.5901926444833627
Haryana,2006,KHARIF,JOWAR,23524.0,7000.0,2.975684407413705
Rajasthan,2000,WHOLE YEAR,DRY CHILLIES,11.0,5.0,4.545454545454545
Odisha,2003,RABI,SUNFLOWER,60.0,30.0,5.0
Manipur,1998,WINTER,RAPESEED &MUSTARD,990.0,440.0,4.444444444444445
Manipur,1999,KHARIF,RICE,13840.0,30150.0,21.784682080924856
Andhra Pradesh,2003,RABI,URAD,65589.0,17119.0,2.610041317903917
Karnataka,2012,KHARIF,MAIZE,141.0,311.0,22.056737588652485
Karnataka,2010,KHARIF,MOONG(GREEN GRAM),469.0,105.0,2.238805970149254
Assam,2011,RABI,RAPESEED &MUSTARD,18364.0,9778.0,5.324548028751906
Bihar,2005,SUMMER,MOONG(GREEN GRAM),15.0,9.0,6.0
Uttar Pradesh,2013,RABI,GRAM,987.0,1858.0,18.824721377912866
Telangana,2010,RABI,DRY CHILLIES,405.0,1211.0,29.901234567901234
Rajasthan,2003,RABI,GRAM,11786.0,8058.0,6.836925165450535
Tamil Nadu,2005,KHARIF,MOONG(GREEN GRAM),8837.0,4297.0,4.8625099015502995
Uttar Pradesh,1997,RABI,RAPESEED &MUSTARD,14776.0,7125.0,4.822008662696264
Haryana,1997,RABI,GRAM,169000.0,149000.0,8.816568047337277
Puducherry,2013,SUMMER,GROUNDNUT,26.0,51.0,19.615384615384613
Arunachal Pradesh,2005,RABI,WHEAT,195.0,302.0,15.487179487179487
Rajasthan,2008,KHARIF,ARHAR/TUR,339.0,470.0,13.864306784660767
Karnataka,2014,RABI,DRY CHILLIES,169.0,317.0,18.757396449704142
Uttar Pradesh,1997,RABI,GRAM,5868.0,2042.0,3.479890933878664
Uttar Pradesh,2011,KHARIF,RICE,177698.0,486004.0,27.349998311742393
Karnataka,1998,RABI,RICE,2.0,3.0,15.0
Uttar Pradesh,2002,KHARIF,RICE,85917.0,143964.0,16.756171654038198
Karnataka,2011,KHARIF,ARHAR/TUR,76010.0,44842.0,5.899486909617155
Andhra Pradesh,2011,KHARIF,MAIZE,468.0,1727.0,36.901709401709404
Himachal Pradesh,2000,KHARIF,MAIZE,28219.0,52233.0,18.509869237038874
Maharashtra,2006,KHARIF,SUNFLOWER,400.0,200.0,5.0
Uttar Pradesh,2011,KHARIF,JOWAR,6701.0,10404.0,15.526040889419491
Karnataka,2013,KHARIF,JOWAR,37997.0,53352.0,14.041108508566467
Tamil Nadu,2008,WHOLE YEAR,DRY CHILLIES,1618.0,969.0,5.988875154511742
Uttar Pradesh,2014,SUMMER,MOONG(GREEN GRAM),130.0,87.0,6.692307692307692
Maharashtra,2007,RABI,GRAM,1044.0,885.0,8.477011494252874
Andhra Pradesh,2003,RABI,GRAM,178.0,319.0,17.921348314606742
Madhya Pradesh,2007,KHARIF,MAIZE,3456.0,3784.0,10.949074074074074
Kerala,2007,AUTUMN,RICE,1309.0,3243.0,24.774637127578302
Uttar Pradesh,1998,KHARIF,URAD,16440.0,5540.0,3.3698296836982964
Tamil Nadu,2010,KHARIF,ARHAR/TUR,1334.0,786.0,5.8920539730134935
Uttar Pradesh,2009,KHARIF,JOWAR,2.0,1.0,5.0
Bihar,2008,WHOLE YEAR,ONION,622.0,4976.0,80.0
Uttar Pradesh,2010,SUMMER,RICE,1035.0,1716.0,16.579710144927535
Uttar Pradesh,2009,KHARIF,URAD,228.0,87.0,3.8157894736842106
Madhya Pradesh,2008,WHOLE YEAR,ONION,217.0,4346.0,200.27649769585253
Uttarakhand,2011,RABI,WHEAT,8477.0,10140.0,11.961778931225668
Maharashtra,2007,KHARIF,MAIZE,612.0,1766.0,28.856209150326798
Uttar Pradesh,2002,KHARIF,MAIZE,4009.0,3360.0,8.381142429533549
Nagaland,2009,KHARIF,POTATO,510.0,4810.0,94.31372549019608
Odisha,2014,WINTER,GROUNDNUT,9.0,17.3,19.22222222222222
Assam,2006,RABI,MOONG(GREEN GRAM),617.0,363.0,5.883306320907618
Uttar Pradesh,2007,RABI,GRAM,55.0,41.0,7.454545454545455
Madhya Pradesh,2011,KHARIF,JOWAR,16813.0,21722.0,12.919764467971213
Assam,2002,KHARIF,MAIZE,537.0,488.0,9.087523277467412
Andhra Pradesh,2000,RABI,MAIZE,3009.0,16200.0,53.83848454636092
Meghalaya,2010,WINTER,RICE,18181.0,33689.0,18.529783840272813
Odisha,2014,SUMMER,RICE,3000.0,8000.0,26.666666666666664
Uttar Pradesh,2014,KHARIF,RICE,107595.0,275551.0,25.61001905292997
Karnataka,2014,KHARIF,URAD,3.0,1.0,3.333333333333333
Tripura,2005,KHARIF,ARHAR/TUR,213.0,160.0,7.511737089201878
Chhattisgarh,2013,RABI,MOONG(GREEN GRAM),3.0,1.0,3.333333333333333
Uttar Pradesh,2011,RABI,RAPESEED &MUSTARD,8399.0,9818.0,11.689486843671865
Andhra Pradesh,1997,KHARIF,GROUNDNUT,234900.0,144200.0,6.138782460621542
Assam,2000,WHOLE YEAR,ONION,560.0,1400.0,25.0
Gujarat,2010,KHARIF,MOONG(GREEN GRAM),1500.0,700.0,4.666666666666667
Madhya Pradesh,2009,WHOLE YEAR,MAIZE,9168.0,8500.0,9.271378708551483
Karnataka,2007,KHARIF,GROUNDNUT,143907.0,111426.0,7.742917300756739
Maharashtra,2009,KHARIF,GROUNDNUT,100.0,100.0,10.0
Maharashtra,2003,KHARIF,ARHAR/TUR,4400.0,4200.0,9.545454545454547
Uttar Pradesh,2009,KHARIF,GROUNDNUT,3.0,2.0,6.666666666666666
Uttarakhand,2006,RABI,RAPESEED &MUSTARD,188.0,38.0,2.0212765957446805
Telangana,2004,RABI,SUNFLOWER,1214.0,693.0,5.7084019769357495
Karnataka,2013,RABI,WHEAT,32155.0,28470.0,8.853988493235889
Punjab,2003,RABI,WHEAT,85000.0,367000.0,43.17647058823529
Uttar Pradesh,2003,RABI,ONION,147.0,2110.0,143.5374149659864
Tamil Nadu,2005,KHARIF,URAD,846.0,618.0,7.304964539007093
Karnataka,2012,KHARIF,DRY CHILLIES,455.0,417.0,9.164835164835164
Karnataka,2003,KHARIF,GROUNDNUT,26296.0,17995.0,6.843246121083054
West Bengal,2012,WINTER,RICE,158532.0,440334.0,27.77571720535917
Gujarat,2005,KHARIF,JOWAR,100.0,200.0,20.0
Uttar Pradesh,1997,KHARIF,MAIZE,6310.0,5698.0,9.030110935023771
Gujarat,2000,RABI,GRAM,400.0,200.0,5.0
Karnataka,2006,RABI,URAD,412.0,217.0,5.266990291262136
Karnataka,1997,SUMMER,JOWAR,29.0,72.0,24.82758620689655
Maharashtra,1998,KHARIF,MAIZE,4800.0,10400.0,21.666666666666664
Rajasthan,2003,RABI,WHEAT,89144.0,281950.0,31.628600915372882
Andhra Pradesh,2012,KHARIF,GROUNDNUT,2918.0,4803.0,16.45990404386566
Himachal Pradesh,2010,RABI,POTATO,997.0,9297.0,93.24974924774322
Telangana,2009,RABI,SESAMUM,4516.0,2136.0,4.729849424269265
Odisha,2005,WINTER,RICE,167000.0,312000.0,18.682634730538922
Jammu And Kashmir,2007,KHARIF,MOONG(GREEN GRAM),115.0,40.9,3.556521739130435
Madhya Pradesh,1997,KHARIF,ARHAR/TUR,32800.0,16700.0,5.091463414634147
Gujarat,2009,RABI,ONION,3100.0,95700.0,308.7096774193548
Uttarakhand,2002,KHARIF,ARHAR/TUR,4.0,3.0,7.5
Rajasthan,2005,KHARIF,MOONG(GREEN GRAM),257.0,41.0,1.5953307392996108
Uttar Pradesh,1998,WHOLE YEAR,POTATO,406.0,9264.0,228.17733990147784
Haryana,2012,KHARIF,MOONG(GREEN GRAM),130.0,71.0,5.461538461538461
Rajasthan,2008,KHARIF,ARHAR/TUR,3369.0,3177.0,9.430097951914515
Telangana,2006,RABI,GROUNDNUT,44734.0,71619.0,16.00997004515581
Bihar,2011,KHARIF,ARHAR/TUR,1343.0,2482.0,18.481012658227847
Odisha,1998,SUMMER,RICE,38406.0,62967.0,16.3950945164818
Uttar Pradesh,2008,KHARIF,ARHAR/TUR,8414.0,14990.0,17.815545519372474
Gujarat,2004,WHOLE YEAR,ONION,300.0,8000.0,266.6666666666667
Karnataka,1999,SUMMER,SUNFLOWER,2214.0,1384.0,6.251129177958447
Meghalaya,2000,WHOLE YEAR,POTATO,414.0,3160.0,76.32850241545894
Manipur,2004,WHOLE YEAR,DRY CHILLIES,560.0,340.0,6.071428571428571
West Bengal,2003,KHARIF,GROUNDNUT,47.0,60.0,12.76595744680851
Tripura,2006,RABI,MOONG(GREEN GRAM),69.0,44.0,6.3768115942028984
Andhra Pradesh,2011,KHARIF,ONION,180.0,2594.0,144.11111111111111
Madhya Pradesh,2010,RABI,RAPESEED &MUSTARD,180648.0,272959.0,15.10999291439706
Karnataka,2006,KHARIF,ARHAR/TUR,3283.0,904.0,2.7535790435577217
Odisha,2011,WINTER,GROUNDNUT,63.0,74.9,11.88888888888889
Madhya Pradesh,2010,WHOLE YEAR,POTATO,733.0,12611.0,172.0463847203274
Bihar,1997,KHARIF,ARHAR/TUR,1017.0,1665.0,16.371681415929203
Arunachal Pradesh,2014,WHOLE YEAR,POTATO,872.0,8104.0,92.93577981651376
Uttar Pradesh,2007,KHARIF,ARHAR/TUR,3384.0,2589.0,7.650709219858156
Karnataka,2006,KHARIF,MOONG(GREEN GRAM),38499.0,8924.0,2.3179822852541623
Chhattisgarh,2002,KHARIF,SUNFLOWER,284.0,255.0,8.97887323943662
Maharashtra,2005,SUMMER,GROUNDNUT,2700.0,7200.0,26.666666666666664
Maharashtra,2013,SUMMER,GROUNDNUT,5800.0,12300.0,21.206896551724135
West Bengal,2006,WHOLE YEAR,SESAMUM,19583.0,20580.0,10.509115048766787
Odisha,2004,AUTUMN,MAIZE,439.0,407.3,9.277904328018224
Odisha,2001,WHOLE YEAR,POTATO,138.0,1340.4,97.1304347826087
Andhra Pradesh,2014,KHARIF,URAD,841.0,775.0,9.215219976218787
Manipur,1998,AUTUMN,POTATO,10.0,50.0,50.0
Nagaland,1998,KHARIF,MAIZE,3000.0,3000.0,10.0
West Bengal,1998,KHARIF,ARHAR/TUR,61.0,50.0,8.196721311475411
Andhra Pradesh,2000,RABI,URAD,363.0,292.0,8.044077134986226
Chhattisgarh,2013,KHARIF,URAD,276.0,84.0,3.0434782608695654
West Bengal,2003,WINTER,RICE,271489.0,513725.0,18.92249778075723
Uttar Pradesh,2014,RABI,ONION,84.0,1285.0,152.97619047619048
Uttar Pradesh,1999,RABI,WHEAT,144563.0,224284.0,15.514619923493564
Andhra Pradesh,2012,RABI,MAIZE,547.0,3876.0,70.85923217550274
Uttar Pradesh,2002,RABI,ONION,186.0,1920.0,103.2258064516129
Maharashtra,2005,RABI,GRAM,3400.0,1600.0,4.705882352941177
Haryana,2011,WHOLE YEAR,ONION,64.0,700.0,109.375
Bihar,2007,SUMMER,MAIZE,5128.0,19711.0,38.43798751950078
Karnataka,2008,RABI,SUNFLOWER,52536.0,17629.0,3.3556037764580475
Maharashtra,2006,RABI,GRAM,72100.0,42900.0,5.950069348127601
Arunachal Pradesh,2014,WHOLE YEAR,POTATO,280.0,3047.0,108.82142857142858
Assam,2011,WHOLE YEAR,POTATO,2152.0,6990.0,32.48141263940521
Bihar,2000,RABI,RAPESEED &MUSTARD,1197.0,700.0,5.847953216374268
West Bengal,2009,KHARIF,JOWAR,1450.0,618.0,4.2620689655172415
Maharashtra,2007,RABI,GRAM,1037.0,1096.0,10.568948891031821
Madhya Pradesh,2012,KHARIF,URAD,143.0,41.0,2.867132867132867
Gujarat,2001,KHARIF,MAIZE,600.0,1200.0,20.0
Puducherry,2012,KHARIF,URAD,4.0,4.0,10.0
Chhattisgarh,2011,KHARIF,MAIZE,8787.0,12258.0,13.95015363605326
West Bengal,2001,SUMMER,GROUNDNUT,301.0,421.0,13.986710963455149
Andhra Pradesh,2014,RABI,URAD,17792.0,14429.0,8.10982464028777
Odisha,2004,SUMMER,MAIZE,29.0,36.4,12.551724137931032
Kerala,2002,KHARIF,SESAMUM,106.0,26.0,2.452830188679245
Tamil Nadu,2013,RABI,SUNFLOWER,1.0,1.0,10.0
Madhya Pradesh,2002,RABI,RAPESEED &MUSTARD,16.0,8.0,5.0
West Bengal,2011,SUMMER,MAIZE,17020.0,103907.0,61.049941245593416
Maharashtra,2001,KHARIF,SUNFLOWER,4600.0,3400.0,7.391304347826086
Tamil Nadu,2008,WHOLE YEAR,MOONG(GREEN GRAM),580.0,131.0,2.2586206896551726
Uttar Pradesh,2004,RABI,POTATO,4858.0,78928.0,162.4701523260601
West Bengal,2007,SUMMER,MAIZE,7855.0,17493.0,22.269891788669636
Maharashtra,2006,RABI,WHEAT,69400.0,85900.0,12.377521613832855
Tamil Nadu,2007,WHOLE YEAR,GROUNDNUT,31416.0,50544.0,16.08861726508785
Madhya Pradesh,2011,KHARIF,MAIZE,3505.0,4522.0,12.901569186875893
Haryana,2012,KHARIF,RICE,2008.0,7000.0,34.8605577689243
Uttar Pradesh,2007,KHARIF,RICE,160112.0,455198.0,28.429974018187266
Telangana,1999,WHOLE YEAR,DRY CHILLIES,14251.0,17035.0,11.953547119500385
Tamil Nadu,2004,WHOLE YEAR,DRY CHILLIES,11.0,7.0,6.363636363636363
Assam,2002,RABI,URAD,237.0,118.0,4.978902953586498
Karnataka,2002,KHARIF,JOWAR,41534.0,41430.0,9.97496027351086
Rajasthan,2000,WHOLE YEAR,ONION,44.0,880.0,200.0
Odisha,2011,AUTUMN,MAIZE,3187.0,4047.9,12.70128647631001
Maharashtra,2008,RABI,MAIZE,1.0,3.0,30.0
Uttar Pradesh,2008,RABI,ONION,88.0,1032.0,117.27272727272727
Karnataka,2008,KHARIF,RICE,1100.0,1755.6,15.959999999999999
Rajasthan,2008,KHARIF,JOWAR,40601.0,36892.0,9.086475702568903
Odisha,1999,RABI,MOONG(GREEN GRAM),650.0,210.0,3.230769230769231
Rajasthan,2004,KHARIF,RICE,17.0,25.0,14.705882352941178
Uttar Pradesh,2000,WHOLE YEAR,POTATO,966.0,21889.0,226.59420289855075
Maharashtra,2005,RABI,SUNFLOWER,11600.0,6500.0,5.6034482758620685
Gujarat,2011,SUMMER,URAD,1200.0,700.0,5.833333333333334
Gujarat,2012,KHARIF,ARHAR/TUR,1900.0,1800.0,9.473684210526315
Odisha,2013,AUTUMN,MAIZE,37.0,53.5,14.45945945945946
Bihar,2005,KHARIF,ARHAR/TUR,268.0,503.0,18.76865671641791
Assam,1999,RABI,WHEAT,4350.0,5210.0,11.977011494252874
Karnataka,2013,SUMMER,RICE,110.0,366.0,33.27272727272727
Telangana,2011,KHARIF,JOWAR,2164.0,2560.0,11.829944547134936
Assam,2011,SUMMER,RICE,19394.0,56669.0,29.219861812931835
Rajasthan,2000,WHOLE YEAR,ONION,74.0,195.0,26.35135135135135
Karnataka,2012,SUMMER,MAIZE,91.0,313.0,34.395604395604394
Himachal Pradesh,2001,KHARIF,URAD,1118.0,231.0,2.066189624329159
Odisha,2011,WINTER,POTATO,557.0,5003.0,89.82046678635548
Uttar Pradesh,2008,KHARIF,ARHAR/TUR,898.0,683.0,7.605790645879733
Assam,2011,KHARIF,ARHAR/TUR,38.0,32.0,8.421052631578947
Uttar Pradesh,2006,RABI,POTATO,38106.0,997120.0,261.6700782029077
Tamil Nadu,2008,WHOLE YEAR,ONION,60.0,567.0,94.5
Assam,1997,SUMMER,RICE,32500.0,48230.0,14.84
Chhattisgarh,2003,KHARIF,JOWAR,161.0,137.0,8.509316770186336
Odisha,2010,AUTUMN,MOONG(GREEN GRAM),13533.0,4005.8,2.9600236459026084
Nagaland,1998,KHARIF,RICE,17000.0,23000.0,13.529411764705884
Odisha,2004,AUTUMN,RICE,10000.0,8000.0,8.0
Bihar,2006,KHARIF,MAIZE,8602.0,21676.0,25.198790978842133
Odisha,2013,WINTER,POTATO,6.0,57.6,96.0
Madhya Pradesh,2005,WHOLE YEAR,ONION,80.0,847.0,105.875
Madhya Pradesh,1999,KHARIF,JOWAR,16568.0,13449.0,8.117455335586673
Odisha,2006,WINTER,RICE,52000.0,97000.0,18.653846153846153
Uttar Pradesh,2014,RABI,RAPESEED &MUSTARD,8832.0,11029.0,12.487545289855074
Odisha,1999,RABI,DRY CHILLIES,6590.0,6040.0,9.165402124430956
Uttar Pradesh,2000,KHARIF,MOONG(GREEN GRAM),897.0,308.0,3.433667781493868
Madhya Pradesh,2005,KHARIF,JOWAR,10266.0,7012.0,6.830313656730956
Karnataka,2006,SUMMER,RICE,557.0,1744.0,31.310592459605026
Odisha,1997,AUTUMN,SESAMUM,788.0,311.0,3.946700507614213
Chhattisgarh,2003,RABI,RAPESEED &MUSTARD,3555.0,1552.0,4.365682137834036
Uttar Pradesh,2014,RABI,POTATO,13521.0,201612.0,149.11027290880853
Karnataka,2009,KHARIF,GRAM,156.0,82.0,5.256410256410256
West Bengal,2012,RABI,RAPESEED &MUSTARD,86465.0,103175.0,11.932573873821777
Karnataka,1998,RABI,ONION,70.0,718.0,102.57142857142858
Bihar,2007,SUMMER,MAIZE,3680.0,13072.0,35.52173913043478
Madhya Pradesh,2006,WHOLE YEAR,DRY CHILLIES,290.0,180.0,6.206896551724138
Uttarakhand,2001,RABI,WHEAT,13006.0,17131.0,13.171613101645395
Bihar,1998,WHOLE YEAR,POTATO,1853.0,18779.0,101.343766864544
Tamil Nadu,2003,KHARIF,ARHAR/TUR,1547.0,455.0,2.9411764705882355
Haryana,2003,RABI,RAPESEED &MUSTARD,65199.0,114000.0,17.484930750471634
Madhya Pradesh,2007,KHARIF,RICE,6639.0,3570.0,5.377315860822413
Bihar,1997,AUTUMN,RICE,18452.0,26003.0,14.092239323650553
Uttar Pradesh,2012,SUMMER,RICE,8583.0,23783.0,27.709425608761507
Haryana,2005,WHOLE YEAR,POTATO,208.0,5000.0,240.38461538461542
Maharashtra,2007,RABI,GRAM,623.0,424.0,6.8057784911717505
Madhya Pradesh,1997,KHARIF,GROUNDNUT,200.0,200.0,10.0
Andhra Pradesh,1999,RABI,MAIZE,3288.0,15917.0,48.40936739659368
Chhattisgarh,2008,KHARIF,JOWAR,8.0,13.0,16.25
Gujarat,2001,KHARIF,GROUNDNUT,2300.0,3200.0,13.91304347826087
Uttar Pradesh,2013,KHARIF,DRY CHILLIES,348.0,280.0,8.045977011494253
Uttar Pradesh,2011,KHARIF,SESAMUM,97306.0,34154.0,3.5099582759542063
Odisha,1998,WINTER,URAD,2906.0,276.0,0.9497591190640055
Uttar Pradesh,2007,KHARIF,RICE,60515.0,157763.0,26.070065273072792
Haryana,2004,KHARIF,URAD,653.0,300.0,4.594180704441041
Uttar Pradesh,1997,WHOLE YEAR,POTATO,11325.0,143646.0,126.83973509933776
Odisha,2011,AUTUMN,GROUNDNUT,143.0,111.1,7.769230769230769
Bihar,2007,WHOLE YEAR,POTATO,2431.0,12337.0,50.74866310160428
Tamil Nadu,2002,KHARIF,MOONG(GREEN GRAM),543.0,231.0,4.25414364640884
Bihar,2005,KHARIF,MOONG(GREEN GRAM),45.0,27.0,6.0
Maharashtra,2014,KHARIF,SUNFLOWER,2900.0,1400.0,4.827586206896552
Uttar Pradesh,2013,RABI,ONION,129.0,2624.0,203.41085271317831
Telangana,2002,RABI,DRY CHILLIES,5194.0,18127.0,34.89988448209473
Uttar Pradesh,2013,KHARIF,DRY CHILLIES,13.0,10.0,7.6923076923076925
Telangana,2009,KHARIF,ONION,369.0,6416.0,173.87533875338755
Rajasthan,2005,RABI,WHEAT,84607.0,215361.0,25.45427683288617
Andhra Pradesh,2005,RABI,MOONG(GREEN GRAM),64154.0,14627.0,2.2799825420082924
Uttar Pradesh,2009,KHARIF,JOWAR,2493.0,2191.0,8.788608102687526
Madhya Pradesh,2006,KHARIF,ARHAR/TUR,4677.0,2237.0,4.782980543083173
West Bengal,1998,KHARIF,URAD,200.0,40.0,2.0
Uttar Pradesh,2006,SUMMER,MAIZE,300.0,398.0,13.266666666666666
Madhya Pradesh,2011,KHARIF,ARHAR/TUR,27330.0,8178.0,2.9923161361141606
Andhra Pradesh,2004,KHARIF,ONION,13121.0,234367.0,178.61976983461628
Rajasthan,2001,KHARIF,MOONG(GREEN GRAM),33036.0,8360.0,2.5305727085603587
Bihar,2003,RABI,WHEAT,39075.0,34720.0,8.885476647472808
Assam,2005,SUMMER,RICE,3438.0,5583.0,16.239092495636996
West Bengal,1999,RABI,DRY CHILLIES,265.0,663.0,25.0188679245283
Telangana,2014,RABI,MAIZE,13614.0,43156.0,31.699720875569266
Odisha,1998,AUTUMN,MAIZE,631.0,300.0,4.754358161648177
Odisha,2003,KHARIF,SESAMUM,315.0,62.2,1.9746031746031747
Madhya Pradesh,1999,KHARIF,SUNFLOWER,61.0,14.0,2.2950819672131146
Sikkim,2010,KHARIF,URAD,900.0,810.0,9.0
Rajasthan,1997,RABI,WHEAT,35800.0,68300.0,19.078212290502794
Haryana,2004,WHOLE YEAR,ONION,59.0,1400.0,237.28813559322035
Uttar Pradesh,2012,RABI,GRAM,60810.0,68517.0,11.267390231869758
Karnataka,2010,KHARIF,URAD,704.0,179.0,2.5426136363636367
Bihar,2002,SUMMER,MAIZE,14029.0,35470.0,25.283341649440445
Tamil Nadu,2000,KHARIF,MOONG(GREEN GRAM),39286.0,12022.0,3.060123199104007
Karnataka,1999,RABI,GRAM,9148.0,3465.0,3.7877131613467423
Uttar Pradesh,2011,SUMMER,MAIZE,379.0,627.0,16.54353562005277
Maharashtra,2002,KHARIF,GROUNDNUT,9300.0,4700.0,5.053763440860215
Bihar,2009,KHARIF,ARHAR/TUR,29.0,39.0,13.448275862068966
Assam,2004,WHOLE YEAR,POTATO,4866.0,44198.0,90.83025071927662
Uttar Pradesh,2011,RABI,ONION,415.0,9493.0,228.74698795180723
Andhra Pradesh,2014,KHARIF,SESAMUM,436.0,119.0,2.7293577981651373
Uttar Pradesh,2009,RABI,POTATO,13482.0,360374.0,267.3001038421599
Uttar Pradesh,2004,RABI,RAPESEED &MUSTARD,9538.0,7401.0,7.759488362340114
Puducherry,1999,RABI,MOONG(GREEN GRAM),234.0,117.0,5.0
Haryana,1998,KHARIF,MAIZE,599.0,2000.0,33.3889816360601
Maharashtra,2000,KHARIF,URAD,500.0,200.0,4.0
Bihar,1998,WHOLE YEAR,POTATO,1098.0,13389.0,121.93989071038251
Uttar Pradesh,2007,KHARIF,MOONG(GREEN GRAM),3.0,1.0,3.333333333333333
Odisha,1998,WINTER,POTATO,435.0,2403.0,55.241379310344826
Bihar,2003,KHARIF,SESAMUM,96.0,73.0,7.604166666666666
Telangana,2014,RABI,URAD,29.0,12.0,4.137931034482759
Bihar,2011,RABI,WHEAT,65902.0,183403.0,27.829656156110588
Chhattisgarh,2013,RABI,WHEAT,686.0,1016.0,14.810495626822158
Uttar Pradesh,2001,KHARIF,RICE,50666.0,126909.0,25.04815852840169
Karnataka,2002,SUMMER,SUNFLOWER,4.0,2.0,5.0
Assam,2003,KHARIF,MAIZE,23.0,12.0,5.217391304347826
Chhattisgarh,2003,KHARIF,ARHAR/TUR,4173.0,2510.0,6.014857416726576
Meghalaya,2007,KHARIF,MAIZE,1039.0,1283.0,12.348411934552455
Tamil Nadu,2008,KHARIF,RICE,775.0,3046.0,39.303225806451614
Madhya Pradesh,2013,WHOLE YEAR,POTATO,3536.0,27907.0,78.9225113122172
Odisha,2014,SUMMER,URAD,192.0,73.5,3.828125
Andhra Pradesh,2010,RABI,SESAMUM,3256.0,742.0,2.278869778869779
Telangana,2006,RABI,ONION,340.0,8448.0,248.47058823529412
Bihar,1998,WHOLE YEAR,ONION,377.0,3370.0,89.38992042440319
Kerala,2006,AUTUMN,RICE,5740.0,11034.0,19.22299651567944
Bihar,2004,KHARIF,MOONG(GREEN GRAM),4.0,2.0,5.0
Madhya Pradesh,2008,KHARIF,RICE,7665.0,3561.0,4.645792563600783
Haryana,2011,WHOLE YEAR,POTATO,997.0,20000.0,200.60180541624874
Assam,2012,SUMMER,RICE,7547.0,14736.0,19.525639326884853
Uttar Pradesh,2012,KHARIF,SESAMUM,2454.0,491.0,2.0008149959250203
Haryana,1999,WHOLE YEAR,ONION,30.0,400.0,133.33333333333334
Bihar,2012,KHARIF,SESAMUM,37.0,32.0,8.64864864864865
Karnataka,2005,SUMMER,ONION,85.0,1469.0,172.8235294117647
Bihar,2008,RABI,SUNFLOWER,3.0,4.0,13.333333333333332
